SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.720219271,72,1,2100,NA,15,0,1,0,1
0,0.419714461,45,0,0.329292429,8083,11,0,1,0,3
0,0.714135882,44,0,0.073170732,2500,3,0,0,0,2
0,0.060205825,27,0,0.213865676,3230,7,0,0,0,0
0,0.00377746,63,1,0.134183452,6900,10,0,1,0,0
0,0.045029737,65,0,0.174434702,2166,6,0,1,0,0
0,0.055230996,62,0,0.189645595,9000,21,0,0,0,1
0,0.009917446,64,0,0.447430975,5468,12,0,2,0,0
0,0.087794664,66,0,75,NA,5,0,0,0,0
0,0.9999999,38,0,0.110878973,6700,3,0,0,0,3
0,0.178139797,36,0,0.408918216,5000,10,0,2,0,0
0,0.040138674,48,0,1676,NA,17,0,2,0,0
0,0.043713037,58,0,0.226981048,6700,9,0,1,0,1
0,0.00359928,33,1,0.356499356,3884,4,0,1,0,2
0,0.624375624,65,2,0.202109939,1800,3,0,0,0,0
0,0.9999999,55,0,0.156259612,3250,5,0,0,0,4
0,0.9999999,37,0,67,NA,0,0,0,0,0
0,0.01066602,43,0,0.001922338,2600,3,0,0,0,0
0,0,47,0,3152,NA,6,1,1,0,0
0,0.584205148,49,1,0.476327806,4160,11,0,1,0,0
0,0.483569901,32,0,0.202313235,5273,6,0,0,0,0
0,0.009308922,69,0,0.002749656,8000,4,0,0,0,0
0,0.9999999,51,0,0.013747228,2254,0,1,0,0,0
0,0.248267858,52,0,0.832756632,2600,6,0,1,0,2
0,0.45508982,23,0,0.04636291,1250,3,0,0,0,0
0,0.013253862,54,0,0.025373225,49500,9,0,3,0,1
0,0.017931733,35,0,0.42159383,3500,6,0,1,0,3
0,0.526341482,42,0,0.83230967,7000,11,0,1,0,0
0,0.022002002,66,0,0.022494888,4400,6,0,1,0,0
0,0.88057285,61,0,5235,NA,13,0,1,0,0
0,0.067393638,81,0,0.516513143,4450,14,0,2,0,0
0,0.01972247,68,0,2887,NA,9,0,2,0,0
0,0.058950907,40,0,120,0,4,0,0,0,2
0,0.003231783,72,0,0.002443901,4500,12,0,0,0,0
0,0.476323926,58,0,0.232015958,16041,16,0,0,0,2
0,0.686561207,50,0,0.477684564,5959,10,0,1,0,3
0,1.007036776,44,0,0.364409861,13750,7,0,1,1,2
0,0,55,0,0.488604558,2500,10,0,1,0,1
0,0.022843036,49,0,0.327668083,4000,5,0,1,0,0
0,0.259558352,62,0,0.664167448,3200,21,0,1,0,0
0,0.004904354,58,0,20,NA,7,0,0,0,0
0,0.438770478,27,0,0.190930098,3461,3,0,0,0,0
0,9.90304e-4,68,0,1526,NA,9,0,1,0,0
0,0,70,0,0,25000,1,0,0,0,1
0,0.776301218,67,0,409,NA,4,0,0,0,0
0,0.003767407,59,0,0.122323651,6024,16,0,0,0,0
0,0.9999999,46,0,0,2375,1,0,0,0,0
0,0.083880003,53,0,0.199647533,7943,8,0,1,0,0
0,0.467041653,62,0,0.144067284,16526,9,0,1,0,1
0,0.153024866,43,0,0.594681064,5000,9,0,1,0,1
0,0.106889019,48,0,2628,NA,4,0,1,0,0
0,0.234742206,34,0,0.348207754,4100,16,0,1,0,0
0,1.105512745,31,0,567,NA,7,0,0,0,0
0,0.527481377,37,0,0.692195265,3420,6,0,2,0,1
0,0.033657051,55,0,0.254016369,6597,10,0,1,0,1
0,0.012132126,49,0,1.874779541,1700,14,0,2,0,0
0,0.9999999,45,0,3534,0,6,0,2,0,2
0,0.010666272,67,0,0.002923977,2735,2,0,0,0,0
0,0.154135642,59,0,3236,NA,9,0,2,0,0
0,0.011633789,41,0,0.752428109,5250,12,0,4,0,0
0,0.104844758,44,0,0.106926458,8416,5,0,1,0,1
0,0.056367252,58,0,0.300627761,4300,4,0,1,0,0
0,0.276641461,43,1,0.512177986,4269,6,0,1,0,3
0,0.004210157,74,0,3.33222e-4,3000,3,0,0,0,0
0,0.615084278,29,0,0.301806997,2600,8,0,0,0,0
0,0.25295889,49,0,0.452732208,8472,11,0,1,0,2
0,0.143097138,41,0,701,NA,4,0,0,0,2
0,0.149160929,65,0,0.292842002,6132,19,0,1,0,0
0,0.656063997,50,0,0.607812742,6450,5,0,2,0,2
0,0.432076496,43,0,0.616851087,7500,14,0,1,0,3
0,0.164691765,34,0,0.056977847,11600,5,0,0,0,0
0,0,35,0,0.110314948,6000,4,0,0,0,1
0,0.296622141,45,0,0.276485788,11222,12,1,2,0,4
0,0.059306255,24,0,0.203622736,1600,5,0,0,0,1
0,0.058103576999999997,41,0,0.259072014,8900,16,0,5,0,2
0,0.611529718,37,1,0.27761194,4019,11,0,0,0,0
0,0.046076725,61,0,0.594175728,8000,9,0,2,0,2
0,0,77,0,0.18943147,4238,8,0,1,0,0
0,0.186987534,52,0,0.023993145,3500,4,0,0,0,0
0,0.868310169,51,0,0.11699766,16666,5,0,1,0,0
0,0.458335858,42,0,0.612722824,2860,10,0,2,0,1
0,0,60,0,0,2600,6,0,0,0,0
0,0.024263432,27,0,0.065255732,1700,4,0,0,0,0
0,0.943483158,42,0,0.517260051,7386,15,0,2,0,1
0,0.015295178,48,0,0.321267873,10000,19,0,1,0,3
0,0.003142558,41,0,0.366220736,5381,6,0,2,0,2
0,0.050539402,48,0,0.409402315,4232,6,0,1,0,0
0,143,58,0,7.9984e-4,5000,3,0,0,0,0
0,0.031996236,40,0,0.36795094,7500,3,0,1,0,2
0,0.002415049,34,1,0.560383747,5315,19,0,2,0,3
0,0.163733239,41,0,0.47417983,3291,8,0,1,0,1
0,0,79,0,0,NA,3,0,0,0,0
0,0,45,0,0.257927262,9870,10,0,2,0,3
0,0.179996079,63,0,0.079975008,3200,7,0,0,0,0
0,0.329769504,43,0,0.388999751,8017,6,0,1,0,2
0,0.9999999,39,0,0.113880533,2326,4,0,0,0,0
0,0.704051838,42,0,0.278773453,7141,8,0,1,0,2
0,0,26,0,0.131247284,2300,2,0,0,0,0
0,0.014389334,49,0,0.461123453,3150,8,0,1,0,2
0,5.4543e-4,56,1,0.394790812,4875,8,0,2,0,0
0,0.332458842,34,0,0.37465014,2500,5,0,1,0,2
0,0.394412375,46,0,0.58963484,9666,21,0,3,0,0
0,0.911688217,41,0,0.810780875,5416,6,0,2,0,0
0,0,41,0,0.173931808,6950,7,0,1,0,2
0,0.003352761,43,0,0.574197518,9750,18,0,4,0,3
0,0.579050273,42,0,0.385247723,4500,11,0,0,0,1
0,0.210631561,25,0,0.678440926,820,5,0,0,0,0
0,0.943411318,47,0,13291,NA,14,0,11,0,2
0,0.006206683,69,0,0.12323408,4600,5,0,1,0,0
0,0.012949784,96,0,0.003066258,7500,2,0,0,0,1
0,0.022649434,80,0,0.005817712,4640,3,0,0,0,0
0,0.261722069,72,1,0.54642476,1873,15,0,0,0,0
0,0.017127327,60,0,0.013457885,6315,12,0,0,0,0
0,1.035329969,45,0,0.368877041,3000,3,0,1,0,1
0,0.029576755,45,0,0.410720158,3040,10,0,2,0,2
0,0,62,0,0.097560976,2664,3,0,1,0,1
0,0.940039973,49,1,365,NA,2,0,0,0,0
0,0.146010489,58,0,0.05528778,7053,7,0,0,0,2
0,0.035745388,71,0,2769,NA,13,0,2,0,1
0,0.9999999,46,0,0.25419493,2800,2,0,0,0,0
0,0.122294172,43,0,0.417146319,3300,19,0,2,0,1
0,0,56,0,0.080228827,7166,3,0,1,0,0
0,0,36,0,0.381681776,3198,5,0,1,0,1
0,0.247752248,31,0,0.168763103,1907,2,0,0,0,0
0,0.968151842,35,2,0.226709316,2500,10,0,0,0,0
0,0.052699682,59,0,13,NA,1,0,0,0,0
0,0,69,0,0.200349956,8000,11,0,1,0,0
0,0.790384478,86,0,0.820897388,8000,19,0,3,0,0
0,0.232562744,26,0,140,0,3,0,0,0,0
0,0.00126708,40,0,0.730317064,2806,15,0,2,0,3
0,0.005737638,76,0,0.249935584,3880,10,0,1,0,0
0,1.97923e-4,57,0,0.010312566,9405,13,0,0,0,0
0,0.038935669,63,0,1.388333333,1199,9,0,2,0,1
0,0.019324925,82,1,0.390301218,4680,12,0,2,0,0
0,0.07774784,71,0,1035,NA,9,0,2,0,0
0,0.471787058,43,0,0.957907045,3420,9,0,2,0,1
0,0.119672024,52,1,0.595108696,3679,11,0,1,0,1
0,0.910299003,49,0,73,NA,1,1,0,0,0
0,0.019234641,72,0,0.165268998,7750,11,0,1,0,1
0,0.016110251,75,0,0.337665584,4000,13,0,2,1,0
0,0,82,0,1143,NA,5,0,2,0,0
0,0.411210861,59,0,0.468734113,5900,7,0,1,0,2
0,0.261235157,25,0,0.133622126,3000,3,0,0,0,0
0,1.020550307,33,1,1.026195707,5916,7,1,2,0,1
0,0.779688125,32,0,0.108378171,1300,5,0,0,0,1
0,0.565543446,62,0,1269,1,4,0,1,0,0
0,0.129782284,43,0,3674,NA,10,0,2,0,0
0,0,67,0,48,NA,6,0,0,0,0
0,0,68,0,2509,NA,6,0,1,0,0
0,0.21286031,36,0,0.563752087,9583,10,0,2,0,1
0,0.056516837,74,0,0.438908283,3150,7,0,1,0,0
0,0.433192403,42,1,2124,NA,9,0,1,0,0
0,0.101174487,54,0,77,NA,1,0,1,0,NA
0,0.548966699,46,1,0.643895168,8050,12,0,3,0,4
0,0.353601132,38,0,1.503233392,1700,9,0,1,0,0
0,2.60075e-4,44,0,0.319126074,5583,15,0,2,0,0
0,0.9999999,27,0,0.207370394,1600,2,0,0,0,0
0,0.062479901,51,2,0.329711353,15000,15,0,4,0,0
0,0.005956263,76,0,593,NA,6,0,0,0,0
0,0.9999999,30,0,0.021591363,2500,1,0,0,0,0
0,0.048899389,64,0,237,NA,6,0,0,0,0
0,0.015235424,64,0,5949,NA,11,0,2,0,0
0,0.001019444,44,1,0.128847939,14000,13,0,1,0,1
0,0.027389439,55,0,0.2176,10624,8,0,1,0,1
0,0.400421853,37,0,0.310968903,10000,8,0,1,0,1
0,0.9999999,55,0,0.661207779,976,2,4,0,1,0
0,0.01826292,48,1,0.412288675,5500,9,0,2,0,2
0,0.271945611,57,0,0.564302252,4750,9,0,2,0,0
0,0.261530329,63,0,0.422041534,9100,9,0,1,0,0
0,0.742178223,65,0,5848,NA,15,0,1,0,1
0,0.041278349,43,0,0.506352843,4800,5,0,1,0,1
0,0.001398541,74,0,5.99952e-4,8333,17,0,0,0,1
0,0.389573201,67,4,0.335107412,10333,7,0,2,0,1
0,0.027749306,84,0,0.015804598,2087,2,0,0,0,1
0,0.09093344,69,0,981,NA,6,0,1,0,0
0,0.058383695,60,0,96,NA,3,0,0,0,0
0,0.008353906,84,0,753,NA,6,0,1,0,0
0,0.05512726,35,0,2060,NA,10,0,2,0,1
0,0.954091816,39,0,0.143274197,4452,5,2,0,1,1
0,0,61,0,0,NA,5,0,0,0,1
0,0,26,0,0.747503566,700,4,0,0,0,0
0,0.03398867,55,0,0.206372731,2698,3,0,1,0,1
0,0.139126682,36,0,2167,NA,15,0,1,0,0
0,0.59390736,38,0,1304,NA,5,0,1,0,2
0,0.032733156,73,0,2664,NA,12,0,2,0,0
0,0.026990267,72,0,0.140521551,7400,8,0,1,0,0
0,0.098515058,72,0,1189,0,4,0,1,0,0
0,0.718072737,50,1,0.537307906,5400,7,0,1,0,3
0,0.523179648,74,0,0.350324149,12339,15,0,2,0,0
0,0.007065725,24,0,0.001218027,820,2,0,0,0,0
0,0.610080363,56,1,0.08045977,10700,8,0,0,0,0
0,0.9999999,46,0,0.129308144,7833,3,0,1,0,3
0,0.108356215,31,0,0.093538022,2800,8,0,0,0,0
0,0.879374602,30,0,1594,0,4,0,1,0,2
0,0.9999999,53,0,4252,NA,14,0,4,0,0
0,0.023954491,66,0,0.450509898,5000,16,0,1,0,0
0,0,41,0,0.33722766,9500,10,0,2,0,0
0,0.131069502,52,5,5995,NA,8,0,2,0,0
0,0.859713429,49,0,0.32769193,4076,13,0,0,0,0
0,0.773226773,34,3,1.367380026,3083,5,0,1,0,0
0,0.096149953,38,0,0.140514598,7500,4,0,0,0,1
0,0.014275517,66,4,421,NA,6,1,1,1,0
0,0.114714817,59,0,0.2033998,17000,7,0,2,0,1
0,0.347323481,55,0,0.380478088,7027,15,0,1,0,0
0,0.083800531,34,0,0.560850189,5833,13,0,2,0,0
0,0.120750139,48,0,1724,NA,12,0,2,0,3
0,0.99621826,32,2,0.188162368,5000,21,0,0,0,4
0,0.021279149,35,0,1292,NA,6,0,1,0,0
0,0.071935396,53,0,0.290773067,4009,12,0,2,0,0
0,0.03016164,28,0,7,NA,5,0,0,0,0
0,0.565414167,56,3,0.390474938,7600,7,0,2,0,0
0,0.127987305,68,0,0.475622969,7383,8,0,2,0,0
0,0.912443985,59,1,0.706377468,3088,6,0,3,0,1
0,0,58,0,2321,NA,6,0,5,0,NA
0,0.017106019,73,0,915,NA,6,0,2,0,1
0,0.021520803,59,0,0.152855893,8000,5,0,2,0,0
0,0.237922999,36,0,1.979010495,2000,11,0,2,0,3
0,0.649614679,35,0,0.158822166,8625,7,0,1,0,3
0,0.057692517,66,1,0.239822882,7000,13,0,2,0,1
0,0.04317312,60,0,0.032878293,5200,9,0,0,0,1
0,0.009327716,41,0,0.673525037,4033,8,0,1,0,0
0,0.142704621,55,0,0.4306894,5395,20,0,2,0,0
0,5.45145e-4,66,0,0.374711583,6500,18,0,1,0,1
0,0.073422573,46,0,0.565419755,5800,9,0,3,0,0
0,0.9999999,56,0,0.221270521,1400,2,0,0,0,0
0,0.401080392,43,0,0.431642089,4000,12,0,0,0,0
0,4.53118e-4,42,0,0.316202551,13250,6,0,2,0,3
0,0.018876531,67,0,0.159050294,7833,18,0,1,0,0
0,0.385929831,47,0,0.153177621,5522,7,0,0,0,1
0,0.662125738,53,1,0.710695775,6366,13,0,2,0,1
0,0.9999999,28,1,487,NA,3,0,0,0,0
0,0.815515374,61,2,0.282134042,5266,13,2,0,0,0
0,0.110751908,48,1,0.449061215,9000,15,0,3,0,2
0,0.006593117,69,0,9,NA,9,0,0,0,0
0,0.098434179,57,0,0.025601582,9100,9,0,0,0,0
0,0.311601339,50,0,0.427225131,7639,6,0,2,0,2
0,0.031866997,50,0,0.138747588,5700,12,0,1,0,2
0,0.242959507,66,0,0.019843101,2166,5,0,0,0,0
0,0.425622022,40,1,0.369392653,5416,11,0,1,0,3
0,0.093730834,60,0,0.320334262,4666,17,0,2,0,0
0,0.011090951,66,0,1467,NA,19,0,1,0,0
0,0.859367271,47,0,0.47979589,7250,14,0,1,0,0
0,0.356050506,31,0,1477,NA,6,0,2,0,0
0,0.046097695,61,0,2377,NA,6,0,2,0,3
0,0.049644596,72,0,0.213045156,2590,10,0,0,0,1
0,0,30,0,0.123798539,2600,2,0,0,0,0
0,0.179489373,44,0,0.494750875,6000,13,0,3,0,2
0,0.501249875,35,0,0.302775442,7133,8,0,2,0,3
0,0.231736452,68,0,1021,NA,6,0,1,0,0
0,0.012076183,55,0,0.230589803,3000,8,0,1,0,0
0,0.09108051,35,0,0.394967046,8344,8,0,2,0,0
0,0.075096179,50,0,0.038636909,4166,6,0,0,0,0
0,0.036997945,87,0,19,NA,7,0,0,0,0
0,0.06369828,26,0,0.416706444,6284,6,0,2,0,1
0,0.9999999,41,0,0.125475285,2103,1,0,0,0,1
0,0.9999999,67,0,454,NA,5,0,1,0,0
0,0.028451154,65,0,0.273740869,2600,6,0,0,0,0
0,0.952748143,41,0,0.113108889,10900,9,0,0,0,3
0,0.013613796,77,0,0.004443547,4950,10,0,0,0,0
0,0.417946048,64,0,0.673083908,2752,11,0,0,0,0
0,0.564418906,61,0,0.692877202,3916,12,0,2,0,0
0,0.102919207,62,0,0.611796068,3000,15,0,2,0,0
0,0.67635491,37,1,0.204601887,6040,5,0,1,0,6
0,0.891292492,32,1,0.716427233,1600,7,0,0,0,3
0,0.076710146,62,2,0.253944889,16983,19,0,1,0,1
0,0.04959752,54,0,0.209469154,7666,4,0,1,0,3
0,0.194143124,54,0,0.453626635,5045,12,0,2,0,0
0,0.9999999,82,0,0.214354067,2089,6,0,0,0,0
0,0.153709894,69,0,0.237871674,5750,10,0,1,0,0
0,2.40732e-4,51,0,0.33798694,8881,14,0,2,0,0
0,1.00419958,57,0,0.217710671,4900,2,0,1,0,1
0,0.985372989,57,0,0.016852328,3500,4,0,0,1,0
0,0.9999999,63,0,1.165680473,2365,4,1,1,1,0
0,0.945459504,47,0,0.072376832,10168,6,0,0,0,4
0,0,71,0,0.184508732,7500,10,0,1,0,0
0,0.68238294,40,0,4203,NA,5,0,2,0,2
0,0,63,0,0.202621054,11750,13,0,3,0,0
0,0,59,0,3002,NA,3,0,2,0,0
0,0.698188364,40,0,0.749508068,10163,9,0,4,0,0
0,0.247293818,69,0,0.260528331,5223,5,0,0,0,0
0,0.235685399,45,0,0.499924254,6600,10,0,2,0,0
0,0.230427984,41,0,0.474148493,4080,9,0,3,0,0
0,0.375124975,48,1,0.145958298,3500,2,0,0,0,2
0,0.145370926,53,9,0.148315964,6620,12,0,1,0,0
0,0.052615125,41,0,0.366784452,5659,9,0,1,0,0
0,0.205274463,51,0,0.361329834,8000,10,0,1,0,0
0,0.921748352,54,0,0.581437671,5494,12,0,1,0,0
0,0.600856745,49,0,0.510513355,5278,8,0,1,0,0
0,0.337676066,88,0,1657,NA,8,0,1,0,0
0,0.110379673,43,0,0.380702102,10083,13,0,2,0,1
0,0.23675094,63,0,1796,NA,7,0,2,0,0
0,0.307058301,56,0,0.673730508,2500,13,0,2,0,0
0,0.363322294,57,0,0.382772628,9600,12,0,4,0,0
0,0.101736973,68,0,1929,NA,12,0,2,0,1
0,0.422154479,37,0,0.275877432,20200,12,0,3,0,0
0,0.512379933,59,0,0.449341968,9573,18,0,2,0,1
0,0.453769749,56,1,0.287221184,9100,10,0,3,0,1
0,0.055603174,60,0,0.33235145,41416,15,0,5,0,2
0,0.089830838,74,0,0.027993002,4000,6,0,0,0,0
0,0.275872679,47,0,0.166696077,17000,4,0,1,0,2
0,0.210992582,56,2,0.5084983,5000,7,0,1,1,2
0,0.605507811,45,0,0.412756392,3558,14,0,0,1,1
0,0.08925846,29,0,0.019992003,2500,3,0,0,0,1
0,0.01913327,41,1,1385,NA,13,0,2,0,3
0,6.93849e-4,46,0,0.303874308,5600,10,1,2,0,3
0,0.9999999,60,0,1019,NA,2,0,1,0,3
0,0.036306288,43,0,0.148042598,6666,5,0,1,0,3
0,0,79,0,0.666583354,4000,8,0,3,0,0
0,0.239375328,36,0,0.054885261,4226,4,0,0,0,0
0,0.365494867,27,0,0.342220529,5250,11,0,1,0,0
0,0.856531944,38,0,1.636203246,2833,9,0,2,0,1
0,0.176488969,57,0,0.50499898,4900,10,0,1,0,0
0,0.037953415,73,0,0.209105047,7072,13,0,1,0,0
0,0.012510833,54,0,0.003548459,4508,6,0,0,0,0
0,0.9999999,37,0,0.835777126,3750,4,0,2,0,0
0,0,73,0,1380,NA,9,0,1,0,0
0,0.0179994,56,0,0.388064223,3300,4,0,2,0,1
0,0.074679629,54,0,729,NA,9,0,2,0,NA
0,0.727227277,48,0,0.53930544,13216,11,0,3,0,1
0,0.103948654,55,0,0.01196215,5600,4,0,0,0,0
0,0,85,0,118,NA,4,0,0,0,NA
0,0.00976936,45,0,0.539872971,4250,11,0,2,1,3
0,0.072992701,81,0,123,NA,10,0,0,0,0
0,0.132081218,57,0,0.227157936,15442,14,0,1,0,2
0,0.115729476,47,0,0.169707359,8166,4,0,2,0,0
0,0.048015,59,1,0.263739891,6058,10,0,1,0,0
0,0.114911003,63,0,0.009999167,12000,4,0,0,0,4
0,0.9999999,46,0,0.20726519,9166,3,0,2,0,0
0,0.17892171,46,0,1825,NA,9,0,2,0,0
0,0.878297305,51,0,3088,NA,8,0,2,0,0
0,0.041263916,54,0,0.002879539,6250,1,0,0,0,0
0,0.003870552,44,0,0.764094362,2500,7,0,1,0,2
0,0.016344762999999998,64,0,0.154300282,7452,9,0,0,0,2
0,0.095853886,73,0,1391,NA,6,0,1,0,0
0,0.104362105,65,0,0.025965801,7894,5,0,0,0,0
0,0.075745049,32,0,0.24744558,2250,6,0,0,0,0
0,0.004145024,70,0,0.001919846,4166,8,0,0,0,0
0,0.03517931,30,0,0.295262115,5550,9,0,2,0,0
0,0.143195227,54,0,0.122412159,32700,7,0,1,0,2
0,0.005671752,62,0,0.161708048,9343,10,0,1,0,1
0,0.014408521,77,0,0.201034483,2899,11,0,0,0,0
0,9.1048e-4,47,0,0.056172785,11250,13,0,0,0,0
0,0.402876812,48,1,0.351909523,6100,10,0,2,0,1
0,0.361800917,61,0,0.109652322,12338,18,0,0,0,0
0,0.076351689,46,1,0.240506329,1500,3,0,0,0,2
0,0.081863455,60,1,0.8254497,1500,10,0,0,0,0
0,0.002490175,38,0,0.198121821,7666,10,0,0,0,0
0,0.021280664,62,0,0.449519231,6239,8,0,2,0,0
0,0.064204107,61,0,1.291623578,2900,12,0,4,0,1
0,0.493475875,34,0,0.245107842,7000,11,0,0,0,0
0,0.022784936,44,0,0.687484003,3906,8,0,2,0,2
0,0.031064596,70,0,0.201457241,7822,2,0,1,0,0
0,0,55,0,1862,NA,9,0,2,0,0
0,0.690514829,27,0,0.315275517,4300,8,2,0,0,0
0,0.133312281,57,0,1727,NA,4,0,1,0,0
0,0.583715255,32,0,0.246467818,5732,7,0,2,1,2
0,0.015893279,61,0,21,NA,15,0,0,0,1
0,0.9999999,36,0,0.0062284870000000004,6100,0,1,0,0,2
0,0.01320593,43,0,12,NA,3,0,0,0,0
0,0.048439732,64,0,110,NA,5,0,0,0,0
0,0.637340241,37,0,0.247811036,4910,11,0,0,0,0
0,0.069574402,41,0,3006,0,10,0,1,0,2
0,0.747604366,35,0,0.261036206,14610,13,0,1,0,4
0,0.272985632,42,0,0.047993601,7500,4,0,0,0,1
0,0,65,0,0.721818756,3166,8,0,2,0,0
0,0.037830067,59,0,44,NA,3,0,0,0,NA
0,0.019451313,69,0,0.08054565,35333,16,0,1,0,2
0,0.1185452,36,0,0.378826531,3919,8,0,1,0,1
0,0.488594463,27,0,0.325162839,5833,9,0,2,0,2
0,0.283518128,47,0,0.556698086,3500,5,0,1,0,1
0,0.108730917,42,0,0.816439621,4330,14,0,1,0,2
0,0.658601166,75,0,3549,NA,10,0,2,0,0
0,0.149154403,42,0,0.432813437,3333,7,0,2,0,2
0,0.223967181,49,0,1632,NA,8,0,1,0,0
0,0.008990708,39,0,0.230558614,33600,13,0,1,0,2
0,0.044538578,79,0,0.150940171,11699,15,0,1,0,0
0,0.896069287,28,0,0.048634244,1500,3,0,0,0,1
0,0.876279734,42,1,8021,NA,5,0,2,0,0
0,0.108734809,57,0,0.260390161,7073,8,0,1,0,4
0,0.015373791,59,0,0.097311709,4500,6,0,0,0,0
0,0.9999999,53,1,1239,NA,6,0,0,1,0
0,0.472495626,42,0,0.381654964,11250,11,0,3,0,3
0,0,51,0,2400,0,10,0,1,0,0
0,0.757892466,63,0,0.907583516,4100,12,0,1,0,0
0,0.001793259,57,0,1.66639e-4,6000,5,0,0,0,2
0,0.3984004,27,0,0.01305193,3600,3,0,0,0,0
0,0.103167394,54,0,0.20679743,11827,18,0,1,0,2
0,0.029900741,30,0,0.116983288,7000,9,0,0,0,0
0,0.011786912,50,0,993,NA,7,0,0,0,0
0,0.04213462,52,0,0.163676124,17833,13,0,1,0,1
0,0.265929602,59,0,0.484703059,6667,14,0,1,0,1
0,0.776087357,48,1,0.417791104,2000,5,0,1,0,4
0,0.121795128,69,0,7.787371134,775,8,0,0,0,0
0,0.399150264,71,0,0.48805574,3013,9,0,1,0,0
0,0.055041737,64,0,0.319678127,4100,5,0,1,0,0
0,4.55277e-4,70,0,0,3000,6,0,0,0,0
0,0.006415907,33,0,2187,NA,6,0,2,0,0
0,0.920686394,42,2,0.186851211,15027,7,0,1,0,2
0,0.015615753,58,0,0.182563487,5000,17,0,1,0,0
0,0.9999999,39,0,0.191269577,3000,6,0,0,0,0
0,0.820610896,73,1,0.303942734,8800,14,0,1,0,0
0,1.199750312,62,2,0.788052987,4000,7,0,2,0,0
0,0.014643974,57,0,0.253120666,1441,26,0,0,0,0
0,0.044767967,70,0,0.0056,11249,7,0,0,0,0
0,0.539587529,44,0,0.237209302,12254,9,0,1,0,2
0,0.253971781,39,0,0.251874813,10000,5,0,3,0,2
0,0.006398936,55,0,8.5702e-4,7000,6,0,0,0,0
0,0.258806418,46,0,0.312267238,8860,8,0,2,0,3
0,0.369905204,32,0,0.070462088,3916,4,0,0,0,0
0,0.397412351,36,0,0.177440582,12916,18,0,1,0,0
0,0.015226129,74,0,0.208793134,5708,17,0,1,0,1
0,0.87804878,30,0,0.040599625,1600,1,0,0,0,0
0,0,60,1,0.343682874,5120,20,0,2,0,0
0,0.055702221,70,0,0.013383792,10833,13,0,0,0,1
0,0.004674301,55,0,2317,NA,11,0,2,0,0
0,0.004032128,58,0,122,NA,9,0,0,0,0
0,0.018165153,53,0,47,NA,7,0,0,0,0
0,0.249169435,53,0,0.319661625,3900,5,2,3,1,0
0,0.008136875,57,0,0.00507116,6112,8,0,0,0,0
0,0.007119953,77,0,0.143451489,6008,18,0,0,0,0
0,0.9999999,22,0,0.011976048,500,0,0,0,0,0
0,0.9999999,29,0,0,NA,1,0,0,0,NA
0,0.446919616,64,0,0.087729816,5003,7,0,0,0,0
0,0.342522001,62,0,2507,0,21,0,1,0,0
0,0.9999999,23,0,0,0,1,0,0,0,0
0,0,44,0,0.717656469,5000,4,0,2,0,0
0,0.534810382,58,0,0.573174118,3600,6,0,1,0,0
0,0.620422447,42,0,148,NA,1,0,0,0,0
0,0.009415887,59,0,0.008650519,1733,13,0,0,0,0
0,0.024610402,76,0,0.999181837,4888,8,0,3,0,1
0,1.00288745,71,0,0.266749547,37000,29,0,3,0,2
0,0.288706452,50,1,0.416054697,3948,6,1,1,1,1
0,0.882583892,66,0,0.159403383,12000,4,0,0,0,0
0,0.854518185,55,0,0.348428036,10400,7,0,2,0,0
0,0.011332956,47,0,0.001176332,8500,2,0,0,0,1
0,0.696775269,54,2,0.479521,5761,10,0,1,0,0
0,0.033377008,66,0,154,NA,2,0,0,0,0
0,0.004858288,48,0,2338,NA,11,0,1,0,0
0,0.16279186,47,0,1605,NA,6,0,1,0,0
0,0,68,0,10,NA,5,0,0,0,NA
0,0.334814486,45,0,0.419423947,4200,6,0,1,0,0
0,0.009605363,48,0,0.218664079,6182,7,0,1,0,3
0,0.002452738,71,0,130,NA,3,0,0,0,0
0,0.011381651,47,1,0.447820872,2500,8,0,1,0,1
0,0.337059029,43,0,0.326543705,6234,9,0,1,0,0
0,0.91450037,56,0,0.719864177,7656,16,0,2,0,1
0,0.760174661,46,1,0.773445311,5000,9,0,1,0,1
0,0.303717749,54,0,0.66953624,3600,11,0,1,0,0
0,0.984499128,45,2,1289,NA,8,0,0,0,0
0,0.015160725,38,0,0.008807427,4200,17,0,0,0,0
0,4.44097e-4,75,0,0.513885803,4500,16,0,2,0,1
0,0.272727273,47,0,0.289259259,10799,5,0,1,0,1
0,0.332275844,60,0,3124,NA,9,0,2,0,NA
0,0.043766847,72,0,0.342705405,3200,6,0,1,0,0
0,0,23,0,0.157602664,900,3,0,0,0,0
0,7.59184e-4,72,0,5.87544e-4,1701,7,0,0,0,0
0,0.850199056,27,0,0.394403731,1500,5,0,0,0,0
0,0.001122334,32,0,0.79980005,4000,6,0,2,0,1
0,0,58,0,0.240783948,15000,10,0,3,0,3
0,0.827267013,41,1,0.733641877,6265,9,0,0,0,2
0,0.9999999,70,0,3,NA,1,0,0,0,0
0,0.275243596,44,0,0.356128774,5000,5,0,2,0,1
